,Brand,Model,Price(CAD),Price_save(CAD),Memory-Built-in(GB),Ram_size(GB),Display_resolution(pixels),Display_size(in),Colour,CPU,Front-Facing Camera Resolution(MP),Rear Camera Resolution(MP)  
951,APPLE,iPhone 6,169.99,no sale,32,1.0,1334 x 750,4.7,Silver,Apple A8,1.2,8.0
952,APPLE,iPhone 6s,299.99, 100,32,2.0,1920 x 1080,5.5,Rose Gold,Apple A9,0.72,12.0
953,APPLE,iPhone SE,179.99, 120,32,2.0,1136 x 640,4.0,Gold,Apple A9,0.72,12.0
954,APPLE,iPhone XR,888.0,no sale,32,2.0,1792 x 828,4.0,(PRODUCT)RED,Apple A9,7.0,12.0
955,REFURBISHED,- Apple,299.99, 300,32,2.0,1792 x 828,4.0,(PRODUCT)RED,Apple A9,7.0,12.0
956,REFURBISHED,- Apple,280.0, 370,32,2.0,1792 x 828,4.0,(PRODUCT)RED,Apple A9,7.0,12.0
957,UNLOCKED,iPhone 8,599.99,no sale,32,2.0,1792 x 828,4.0,(PRODUCT)RED,Apple A9,7.0,12.0
958,APPLE,iPhone 5s,159.99,no sale,16 MB,1.0,1136 x 640,4.0,Gold,Apple A9,1.2,8.0
959,APPLE,iPhone XS,879.95, 219,16 MB,1.0,2436 x 1125,4.0,Space Grey,Apple A9,7.0,24.0
960,REFURBISHED,- Apple,349.99, 150,16 MB,1.0,2436 x 1125,4.0,Space Grey,Apple A9,7.0,24.0
961,APPLE,iPhone XR,899.99, 99,256,3.0,1792 x 828,6.1,Blue,Apple A12 Bionic,7.0,12.0
962,APPLE,iPhone 6s,209.0, 91,16,2.0,1334 x 750,4.7,Gold,Apple A9,0.72,12.0
963,APPLE,iPhone XR,1299.0,no sale,256,3.0,1792 x 828,6.1,Red,Apple A12 Bionic,7.0,12.0
964,APPLE,iPhone SE/,159.99,no sale,16,2.0,640x1136,4.0,Black,1.84 GHz,1.2,12.0
965,APPLE,iPhone 6S,239.99,no sale,16,2.0,640x1136,4.7,Black,1.84 GHz,1.2,12.0
966,APPLE,iPhone XR,699.99, 200,64.0,2.0,640x1136,4.7,Yellow,1.84 GHz,1.2,12.0
967,APPLE,iPhone 11,1399.0,no sale,128,4.0,828 x 1792,6.1,Black,Apple A13 Bionic,12.0,12.0
968,IPHONE,6S 16GB,199.99,no sale,128,4.0,750 x 1334,6.1,Grey,Dual-core 1.84 GHz,12.0,12.0
969,APPLE,iPhone 6,268.88, 131,64,1.0,1920 x 1080,5.5,Silver,Apple A8,1.2,8.0
970,APPLE,iPhone 6,299.99, 200,16,1.0,1920 x 1080,5.5,Gold,Apple A8,1.2,8.0
971,APPLE,iPhone XS,1549.99,no sale,256,4.0,2688 x 1242,6.5,Silver,Apple A12 Bionic,7.0,24.0
972,APPLE,iPhone 6S,199.99,no sale,256,4.0,2688 x 1242,6.5,Silver,Apple A12 Bionic,7.0,24.0
973,APPLE,iPhone 11,959.99, 40,64,4.0,828 x 1792,6.1,Red,Apple A13 Bionic,12.0,12.0
974,APPLE,iPhone 5s,149.99,no sale,64,4.0,828 x 1792,6.1,Red,Apple A13 Bionic,12.0,12.0
975,APPLE,iPhone XR,824.99, 125,128,3.0,1792 x 828,6.1,Black,Apple A12 Bionic,7.0,12.0
976,APPLE,iPhone 6,349.95, 7,128,3.0,1792 x 828,6.1,Black,Apple A12 Bionic,7.0,12.0
977,APPLE,iPhone 6,189.92, 119,64,1.0,1334 x 750,4.7,Gold,Apple A8,1.2,8.0
978,APPLE,iPhone 6,191.26, 110,64,1.0,1 334 x 750,4.7,Gold; White,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
979,APPLE,iPhone 6,285.99, 62,64,1.0,1920 x 1080,4.7,Gold,A8 chip with 64-bit architecture M8 motion coprocessor,1.2,8.0
980,APPLE,iPhone XR,729.99, 270,256,3.0,1792 x 828,6.1,Blue,Apple A12 Bionic,7.0,12.0
981,APPLE,iPhone 8,499.99, 250,64,2.0,1334 x 750,4.7,Gold,Apple A11 Bionic,7.0,12.0
982,APPLE,iPhone 6,379.95, 56,64,1.0,1920 x 1080,5.5,Silver,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
983,IPHONE,6 PLUS,369.95, 30,64,1.0,1920 x 1080,5.5,Silver,A8 chip with 64-bit architecture M8 motion coprocessor,1.2,8.0
984,APPLE,iPhone 6,363.95, 63,64,1.0,1920 x 1080,5.5,Silver,A8 chip with 64-bit architecture M8 motion coprocessor,1.2,8.0
985,APPLE,iPhone 6,341.18, 55,64,1.0,1920-by-1080-pixel,5.5,Silver; White.,A8 chip with 64-bit architecture; M8 motion coprocessor.,1.2,8.0
986,IPHONE,6 Plus,332.76, 94,64,1.0,1920-by-1080-pixel,5.5,Grey; Black.,A8 chip with 64-bit architecture; M8 motion coprocessor.,1.2,8.0
987,APPLE,iPhone SE,169.99,no sale,32,2.0,1136 x 640,4.0,Rose Gold,Apple A9,0.72,12.0
988,APPLE,iPhone SE,123.95, 75,32,2.0,1136-by-640-pixel,4.0,Grey; Black.,A9 chip with 64-bit&nbsp;architecture,1.2,12.0
989,APPLE,iPhone 8,409.0, 190,64,2.0,1334 x 750,4.7,Silver,Apple A11 Bionic,7.0,12.0
990,APPLE,iPhone 11,1619.99,no sale,512,4.0,1242 x 2688,6.5,Midnight Green,Apple A13 Bionic,12.0,48.0
991,APPLE,iPhone 11,1304.99,no sale,256,4.0,1125 x 2436,5.8,Space Gray,Apple A13 Bionic,12.0,48.0
992,APPLE,iPhone 11,1529.99,no sale,512,4.0,1125 x 2436,5.8,Midnight Green,Apple A13 Bionic,12.0,48.0
993,IPHONE,6S PLUS,388.86, 71,128,4.0,1920 x 1080,5.5,Silver,A9 chip with 64-bit architecture Embedded M9 motion coprocessor,12.0,12.0
994,APPLE,iPhone 11,854.99,no sale,128,4.0,828 x 1792,6.1,Yellow,Apple A13 Bionic,12.0,12.0
995,APPLE,iPHONE 6S,337.95, 162,128,4.0,828 x 1792,6.1,Yellow,Apple A13 Bionic,12.0,12.0
996,APPLE,iPhone 6S,333.95, 156,128,4.0,828 x 1792,6.1,Yellow,Apple A13 Bionic,12.0,12.0
997,IPHONE,SE 32GB,287.46, 69,128,4.0,828 x 1792,6.1,Yellow,Apple A13 Bionic,12.0,12.0
998,APPLE,iPhone 6,285.0, 614,16,1.0,1920 x 1080,5.5,Gold,Apple A8,1.2,8.0
999,APPLE,iPhone 6s,245.0, 494,16,2.0,1334 x 750,4.7,Space Gray,1.84GHz,1.2,12.0
1000,APPLE,iPhone 7,309.0, 320,32,2.0,750 x 1334,4.7,Rose Gold,Apple A10 Fusion,7.0,12.0
1002,APPLE,iPhone 6S,245.0, 494,16,2.0,1334 x 750,4.7,Space Gray,Apple A8,5.0,12.0
1003,APPLE,iPhone 6,148.54, 151,16,1.0,1334 x 750,4.7,Silver,Apple A8,1.2,8.0
1004,APPLE,iPhone 6,189.86, 35,64,1.0,1334 x 750,4.7,Silver,Apple A8,1.2,8.0
1005,APPLE,iPhone 7,249.97, 249,32,1.0,1334 x 750-pixel resolution at 326 ppi,4.7,Black,A10 Fusion chip,7.0,12.0
1006,APPLE,iPhone XS,1049.99, 250,512,4.0,2688 x 1242,6.5,Gold,Apple A12 Bionic,7.0,24.0
1007,APPLE,iPhone XR,735.99, 254,128,3.0,1792 x 828,6.1,Black,Apple A12 Bionic,7.0,12.0
1008,APPLE,iPhone 7,279.99,no sale,32,2.0,750 x 1334,4.7,Gold,Apple A10 Fusion,7.0,12.0
1009,APPLE,iPhone 6s,239.42, 227,64,2.0,1334 x 750,4.7,Gold,1.84GHz,7.0,12.0
1010,IPHONE,6S 32GB,250.0,no sale,32,2.0,1334 x 750,4.7,Gold,1.84GHz,7.0,12.0
1011,APPLE,iPhone SE,188.89,no sale,32,2.0,1136 x 640,4.0,Silver,Dual-core 1.84 GHz Twister,1.2,12.0
1012,APPLE,iPhone 6,226.26, 111,32,2.0,1136 x 640,4.0,Silver,Dual-core 1.84 GHz Twister,1.2,12.0
1013,IPHONE,6 128gb,248.36, 112,128,1.0,1 334 x 750,4.7,Gold; White,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
1014,APPLE,iPhone 6s,422.95, 141,128,2.0,1920 x 1080,5.5,Gold,Dual-core 1.84 GHz Twister,5.0,12.0
1015,APPLE,iPhone 6,222.95, 134,128,1.0,1 334 x 750,4.7,Silver; White,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
1016,APPLE,iPhone 6,259.65, 141,128,1.0,1 334 x 750,4.7,Silver; White,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
1017,APPLE,iPhone 8,529.0, 500,256,2.0,1334 x 750,4.7,Silver,Apple A11 Bionic,7.0,12.0
1018,APPLE,iPhone 7,339.46, 119,256,2.0,750 x 1334,4.7,Rose Gold,Apple A10 Fusion,7.0,12.0
1019,APPLE,iPhone 6,173.16, 257,256,1.0,1334 x 750,4.7,Space Gray,1.4GHz,7.0,8.0
1020,APPLE,iPhone 7,429.43, 49,32,3.0,1080 x 1920,5.5,Gold,Apple A10 Fusion,7.0,24.0
1021,APPLE,iPhone 6s,234.26, 266,64,2.0,1334 x 750,4.7,Rose Gold,Apple A9,0.72,12.0
1022,IPHONE,6s 128gb,228.86, 190,128,2.0,1 334 x 750,4.7,Rose Gold; White,A9 chip with 64-bit&nbsp;architecture,5.0,12.0
1023,APPLE,iPhone XR,658.78, 39,64,3.0,1792 x 828,6.1,White,Apple A12 Bionic,7.0,12.0
1024,APPLE,iPhone 7,407.16, 65,128,3.0,1080 x 1920,5.5,Red,Apple A10 Fusion,7.0,24.0
1025,APPLE,iPhone 7,295.84, 62,128,2.0,750 x 1334,4.7,Rose Gold,Apple A10 Fusion,7.0,12.0
1026,APPLE,iPhone 6,224.17, 50,128,1.0,1 334 x 750,4.7,Grey; Black.,Dual-core 1.4 GHz Typhoon (ARM v8-based),1.2,8.0
1028,APPLE,iPhone XR,658.78, 39,64,1.0,1792 x 828-pixel resolution at 326 ppi,6.1,White,A12 Bionic chip,7.0,12.0
1029,APPLE,iPhone 6,224.17, 50,128,1.0,1334 x 750,4.7,Space Gray,Apple A8,1.2,8.0
1030,APPLE,iPhone XR,735.03, 55,256,3.0,1792 x 828,6.1,Black,Apple A12 Bionic,7.0,12.0
1031,APPLE,iPhone XS,895.15,no sale,64,4.0,2688 x 1242,6.5,Gold,Apple A12 Bionic,7.0,24.0
1033,APPLE,iPhone 7,324.43, 89,128,2.0,750 x 1334,4.7,Silver,Apple A10 Fusion,7.0,12.0
1034,APPLE,iPhone SE,148.95, 327,128,2.0,1136 x 640,4.0,Silver,Dual-core 1.84 GHz Twister,1.2,12.0
1035,APPLE,iPhone 6,352.95, 173,128,2.0,1136 x 640,4.0,Silver,Dual-core 1.84 GHz Twister,1.2,12.0
1036,APPLE,iPhone XR,719.78, 39,128,2.0,1792 x 828-pixel resolution at 326 ppi,6.1,Blue,A12 Bionic chip,7.0,12.0
1038,APPLE,iPhone X,825.0, 704,256,3.0,2436 x 1125,5.8,Silver,Apple A11 Bionic,7.0,12.0
1039,APPLE,iPhone 6s,371.0, 6,256,2.0,1920 x 1080,5.5,Rose Gold,Dual-core 1.84 GHz Twister,5.0,12.0
1040,APPLE,iPhone 6,194.0, 105,256,2.0,1920 x 1080,5.5,Rose Gold,Dual-core 1.84 GHz Twister,5.0,12.0
1041,APPLE,iPhone XS,859.99, 460,64,4.0,2688 x 1242,6.5,Gold,Apple A12 Bionic,7.0,24.0
