,Brand,Model,Price(CAD),Price_save(CAD),Memory-Built-in(GB),Ram_size(GB),Display_resolution(pixels),Display_size(in),Colour,CPU,Front-Facing Camera Resolution(MP),Rear Camera Resolution(MP)  
0,SAMSUNG,Galaxy A10e,179.99, 20,32.0,2,720 x 1560,5.8,Black,Octa-core Snapdragon 855,5.0,8.0
1,SAMSUNG,Galaxy S20,1849.99,no sale,128.0,2,720 x 1560,5.8,Black,Octa-core Snapdragon 865,5.0,8.0
2,SAMSUNG,Galaxy S20,1319.99,no sale,128.0,2,720 x 1560,5.8,Black,Octa-core Snapdragon 865,5.0,8.0
4,SAMSUNG,Galaxy S20,2109.99,no sale,512.0,2,720 x 1560,5.8,Black,Octa-core Snapdragon 865,5.0,8.0
5,SAMSUNG,Galaxy A20,149.97, 200,512.0,3,720 x 1560,5.8,Black,Octa-core Snapdragon 865,8.0,13.0
6,SAMSUNG,Galaxy Note10+,939.99, 560,256.0,12,3040 x 1440,6.8,Aura Black,Snapdragon 855,10.0,12.0
7,SAMSUNG,Galaxy A70,629.99,no sale,128.0,6,1080 x 2400,6.7,Aura Black,Snapdragon 855,32.0,32.0
8,SAMSUNG,Galaxy S20+,1579.99,no sale,128.0,6,1080 x 2400,6.7,Black,Octa-core Snapdragon 865,32.0,32.0
9,SAMSUNG,Galaxy A50,449.95,no sale,64.0,4,1080 x 2340,6.4,Black,Octa-core Snapdragon 865,25.0,25.0
10,SAMSUNG,Galaxy A51,368.9, 131,64.0,4,1080 x 2340,6.4,Black,Octa-core Snapdragon 865,25.0,25.0
11,SAMSUNG,Galaxy S20+,1579.99,no sale,128.0,4,1080 x 2340,6.4,Black,Octa-core Snapdragon 865,25.0,25.0
12,SAMSUNG,Galaxy A50,399.95,no sale,64.0,4,1080 x 2340,6.4,Black,Octa-core Snapdragon 865,25.0,25.0
13,SAMSUNG,Galaxy A20,349.99,no sale,32.0,3,720 x 1560,6.4,Black,Octa-core Snapdragon 865,8.0,13.0
14,SAMSUNG,Galaxy S10,639.99, 360,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
15,SAMSUNG,Galaxy Note10+,1459.99,no sale,256.0,12,3040 x 1440,6.8,Prism Black,Snapdragon 855,10.0,12.0
16,SAMSUNG,Galaxy A50,249.99, 200,256.0,4,1080 x 2340,6.8,Prism Black,Snapdragon 855,25.0,25.0
17,SAMSUNG,Galaxy S7,163.0, 134,32.0,4,2560 x 1440,6.8,Black Onyx,1.6GHz,5.0,12.0
18,SAMSUNG,Galaxy S9,389.84, 210,64.0,4,samoled,5.8,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
19,SAMSUNG,Galaxy S8,344.0, 155,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
20,SAMSUNG,Galaxy S10+,1129.99,no sale,128.0,8,3040 x 1440,6.4,Midnight Black,Octa-core Snapdragon 855,10.0,16.0
21,SAMSUNG,Galaxy J3,99.99, 90,128.0,2,1280 x 720,6.4,Midnight Black,Octa-core Snapdragon 855,5.0,8.0
22,SAMSUNG,Galaxy S10,979.99,no sale,128.0,8,3040 x 1440,6.1,Midnight Black,Octa-core Snapdragon 855,10.0,16.0
23,SAMSUNG,Galaxy A10S,198.99, 101,32.0,2,3040 x 1440,6.2,BLACK,Octa-core Snapdragon 855,10.0,13.0
24,SAMSUNG,Galaxy Z,1819.99,no sale,256.0,8,2636 x 1080 amoled,6.7,Mirror Black,7nm Octa-core Processor,10.0,12.0
25,SAMSUNG,Galaxy A20,279.99,no sale,32.0,3,720 x 1560,6.4,Mirror Black,7nm Octa-core Processor,8.0,13.0
26,SAMSUNG,Galaxy A70,499.99,no sale,128.0,6,1080 x 2400,6.7,Mirror Black,7nm Octa-core Processor,32.0,32.0
27,SAMSUNG,Galaxy A10,198.99, 26,32.0,2,720 x 1520  19:9 ratio,6.2,Blue,Octa-core (2x1.6 GHz & 6x1.35 GHz),5.0,13.0
28,SAMSUNG,Galaxy Note10,1259.99,no sale,256.0,8,2280 x 1080,6.3,Blue,Snapdragon 855,10.0,48.0
29,SAMSUNG,Galaxy A70,412.98, 187,128.0,6,1080x2400,6.7,White,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),10.0,45.0
30,SAMSUNG,Galaxy Note10+,1459.99,no sale,256.0,12,3040 x 1440,6.8,White,Snapdragon 855,10.0,12.0
31,SAMSUNG,Galaxy A20,191.0, 109,32.0,12,3040 x 1440,6.8,White,Snapdragon 855,10.0,12.0
32,SAMSUNG,Galaxy Note10,1259.99,no sale,256.0,8,2280 x 1080,6.3,White,Snapdragon 855,10.0,48.0
33,SAMSUNG,Galaxy S10+,1129.99,no sale,128.0,8,3040 x 1440,6.4,White,Octa-core Snapdragon 855,10.0,16.0
34,SAMSUNG,Galaxy S7,164.8, 128,0.32,4,2560 x 1440,5.1,Black,Octa-core Snapdragon 855,5.0,12.0
35,SAMSUNG,Galaxy A70,419.99, 130,128.0,6,1080 x 2400  20:9 ratio,6.7,black,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),32.0,32.0
36,SAMSUNG,Galaxy Note10+,1399.99,no sale,256.0,12,3040 x 1440,6.8,Aura Glow,Snapdragon 855,10.0,12.0
37,SAMSUNG,Galaxy A51,373.52, 126,256.0,12,3040 x 1440,6.8,Aura Glow,Snapdragon 855,10.0,12.0
38,SAMSUNG,Galaxy A50,379.99,no sale,64.0,4,1080 x 2340,6.4,Aura Glow,Snapdragon 855,25.0,25.0
39,SAMSUNG,Galaxy S8,288.89, 10,64.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
40,SAMSUNG,Galaxy A51,378.18, 122,64.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
41,SAMSUNG,Galaxy Note,574.94, 425,64.0,4,2960 x 1440,5.8,Orchid Gray,2.35GHz; 1.9GHz,8.0,12.0
42,SAMSUNG,Galaxy S10+,798.4, 201,64.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
43,SAMSUNG,Galaxy S10,979.99,no sale,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
44,SAMSUNG,Galaxy S7,168.85,no sale,32.0,4,2560 x 1440,6.1,Gold Platinum,1.6GHz,5.0,12.0
45,SAMSUNG,Galaxy S10,639.99, 360,128.0,8,3040 x 1440,6.1,Prism White,Octa-core Snapdragon 855,10.0,16.0
46,SAMSUNG,Galaxy S10e,628.99, 171,128.0,6,2280 x 1080 full hd+,5.8,Prism Black,Octa-core Snapdragon 855,10.0,16.0
47,SAMSUNG,Galaxy A71,599.99, 100,128.0,6,2280 x 1080 full hd+,5.8,Prism Black,Octa-core Snapdragon 855,10.0,16.0
48,SAMSUNG,Galaxy Note,436.0,no sale,128.0,6,2280 x 1080 full hd+,6.3,Prism Black,Octa-core Snapdragon 855,10.0,16.0
49,SAMSUNG,Galaxy Note10,809.0, 390,128.0,8,2280 x 1080,6.3,Prism Black,Snapdragon 855,10.0,48.0
50,SAMSUNG,Galaxy S10+,999.99,no sale,128.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
51,SAMSUNG,Galaxy S9,388.72, 211,64.0,4,samoled,5.8,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
52,SAMSUNG,Galaxy A30s,281.0, 219,64.0,4,720 x 1560,6.4,Prism Crush Black,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),16.0,40.0
53,SAMSUNG,Galaxy S20+,1779.99,no sale,512.0,4,720 x 1560,6.4,Black,Octa-core Snapdragon 865,16.0,40.0
54,SAMSUNG,Galaxy Note10+,847.8, 250,256.0,12,3040 x 1440,6.8,Aura Black,Snapdragon 855,10.0,12.0
55,SAMSUNG,A20S 32GB,224.99, 175,256.0,3,3040 x 1440,6.8,Aura Black,Snapdragon 855,10.0,12.0
56,SAMSUNG,Galaxy S7,186.0, 105,32.0,4,2560 x 1440,5.5,Black Onyx,1.6GHz,5.0,12.0
57,SAMSUNG,Galaxy A80,689.99, 310,128.0,8,1080 x 2400,6.7,Black,1.8,5.0,48.0
58,SAMSUNG,Galaxy Note,879.99, 420,128.0,6,2960x1440,6.4,Black,1.8,5.0,48.0
59,SAMSUNG,Galaxy Note,1049.99, 350,128.0,6,2960x1440,6.4,Black,1.8,5.0,48.0
60,SAMSUNG,Galaxy S10,829.99,no sale,128.0,8,3040 x 1440,6.1,Prism Green,Samsung Exynos 9820,10.0,16.0
61,SAMSUNG,Galaxy A50,379.99,no sale,64.0,4,1080 x 2340,6.4,Prism Green,Samsung Exynos 9820,25.0,25.0
62,SAMSUNG,Galaxy A50,338.0, 111,64.0,4,1080 x 2340  19.5:9 ratio,6.4,black,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),1.08,25.0
63,SAMSUNG,Galaxy S10,639.99, 360,128.0,8,3040 x 1440,6.1,Prism Blue,Octa-core Snapdragon 855,10.0,16.0
64,SAMSUNG,Galaxy S9+,408.0, 191,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
65,SAMSUNG,Galaxy A50,298.99, 101,64.0,4,1080 x 2340,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,25.0,25.0
66,SAMSUNG,Galaxy A10e,149.99, 10,32.0,2,720 x 1560,5.8,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
67,SAMSUNG,Galaxy S9,380.0,no sale,64.0,4,samoled,5.8,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
68,SAMSUNG,Galaxy S10+,698.0, 301,128.0,8,3040 x 1440,6.4,Prism White,Octa-core Snapdragon 855,10.0,16.0
69,SAMSUNG,Galaxy S6,122.0, 177,32.0,3,2560 x 1440,5.1,Sapphire Black,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),5.0,16.0
70,SAMSUNG,Galaxy A10S,199.89, 100,32.0,2,2560 x 1440,6.2,BLUE,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),5.0,13.0
71,SAMSUNG,Galaxy S5,88.88, 51,16.0,2,2560 x 1440,6.2,Black,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),5.0,13.0
72,SAMSUNG,Galaxy S10,779.0, 220,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
73,SAMSUNG,Galaxy Note10+,1299.99,no sale,256.0,12,3040 x 1440,6.8,Prism Black,Snapdragon 855,10.0,12.0
74,SAMSUNG,Galaxy Note10+,897.0, 402,256.0,12,3040 x 1440,6.8,Prism Black,Snapdragon 855,10.0,12.0
75,SAMSUNG,Galaxy A70,398.0, 101,256.0,6,1080 x 2400,6.8,Prism Black,Snapdragon 855,32.0,32.0
76,SAMSUNG,Galaxy Z,1819.99,no sale,256.0,8,2636 x 1080 amoled,6.7,Mirror Purple,7nm Octa-core Processor,10.0,12.0
77,SAMSUNG,Galaxy S10+,949.99, 250,128.0,8,1440 x 3040  19:9 ratio,6.4,Prism Black,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA,10.0,48.0
78,SAMSUNG,Galaxy S10,610.0, 282,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
79,SAMSUNG,Galaxy A50,284.0, 14,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
80,SAMSUNG,A20S 32GB,222.42, 108,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
81,SAMSUNG,Galaxy A10,189.99, 40,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
82,SAMSUNG,Galaxy S10+,899.0,no sale,128.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
83,SAMSUNG,Galaxy S10,668.0, 231,128.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
84,SAMSUNG,Galaxy Note9,610.0, 389,128.0,6,2960x1440,6.4,Ocean Blue,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
85,SAMSUNG,Galaxy S10,949.99,no sale,128.0,8,3040 x 1440,6.1,Ocean Blue,Octa-core Snapdragon 855,10.0,16.0
86,SAMSUNG,GALAXY A10E,169.99, 130,128.0,2,720 x 1560,5.83,Ocean Blue,Octa-core Snapdragon 855,10.0,16.0
87,SAMSUNG,Galaxy XCover4,109.0, 90,16.0,2,720 x 1280,5.0,Black,Quad-core 1.4 GHz Cortex-A53,5.0,13.0
88,SAMSUNG,Galaxy J7,177.99, 12,16.0,2,720 x 1280,5.0,Black,Quad-core 1.4 GHz Cortex-A53,5.0,13.0
89,SAMSUNG,Galaxy S10e,629.99, 170,128.0,6,2280 x 1080 full hd+,5.8,Prism Blue,Octa-core Snapdragon 855,10.0,16.0
90,SAMSUNG,Galaxy S10,649.0, 250,128.0,8,3040 x 1440,6.1,Prism Black,Octa-core Snapdragon 855,10.0,16.0
91,SAMSUNG,Galaxy A50,599.0,no sale,64.0,4,1080 x 2340,6.4,Blue,Octa-core (4x2.3 GHz Cortex-A73,1.08,25.0
92,SAMSUNG,Galaxy A10,179.99,no sale,64.0,2,1080 x 2340,6.4,Gold,Octa-core (4x2.3 GHz Cortex-A73,1.08,13.0
93,SAMSUNG,Galaxy Note,1149.99, 230,256.0,12,1440 x 3040,6.8,Aura Black,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAM,10.0,12.0
94,SAMSUNG,Galaxy S10e,576.99,no sale,128.0,6,2280 x 1080 full hd+,5.8,Prism Black,Octa-core Snapdragon 855,10.0,16.0
96,CERTIFIED,Refurbished -,79.99, 60,128.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
97,SAMSUNG,Galaxy S10e,899.99,no sale,128.0,6,2280 x 1080 full hd+,5.8,Prism Black,Octa-core Snapdragon 855,10.0,16.0
99,SAMSUNG,Galaxy A20,279.99, 120,32.0,3,3040 x 1440,6.8,BLACK,Snapdragon 855,10.0,8.0
100,SAMSUNG,Galaxy S10,798.89, 201,128.0,8,3040 x 1440,6.1,Prism Black,Samsung Exynos 9820,10.0,16.0
101,SAMSUNG,Galaxy S10+,949.99, 350,128.0,8,3040 x 1440,6.4,Prism Green,Samsung Exynos 9820,10.0,16.0
102,SAMSUNG,Galaxy S6,149.09, 101,32.0,3,1440 x 2560,5.1,Black,Processor Number 7420Processor Core Qty 8-core64-bit Architecture.,10.0,16.0
103,SAMSUNG,Galaxy Note,1149.99, 350,256.0,12,1440 x 3040,6.8,Aura Glow,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAM,10.0,12.0
104,SAMSUNG,Galaxy Note,343.98, 155,256.0,6,1440 x 3040,6.3,Aura Glow,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAM,10.0,12.0
105,SAMSUNG,Galaxy A51,378.34, 122,256.0,6,1440 x 3040,6.3,Aura Glow,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.4 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55) - EMEA/LATAM,10.0,12.0
106,SAMSUNG,Galaxy S9,399.0, 300,256.0,4,samoled,6.3,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
107,SAMSUNG,Galaxy S8+,347.5, 152,64.0,4,2960 x 1440,6.2,Orchid Gray,1.9GHz,8.0,12.0
108,SAMSUNG,A20 32GB,219.99, 130,64.0,4,2960 x 1440,6.2,Orchid Gray,1.9GHz,8.0,12.0
109,SAMSUNG,Galaxy Note10,1149.99,no sale,256.0,8,2280 x 1080,6.3,Orchid Gray,Snapdragon 855,10.0,48.0
111,SAMSUNG,Galaxy S8,401.9, 97,256.0,4,1440 x 2960,6.3,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
112,SAMSUNG,Galaxy S10e,629.99, 170,128.0,6,2280 x 1080 full hd+,5.8,Prism White,Octa-core Snapdragon 855,10.0,16.0
113,SAMSUNG,Galaxy A8,399.99,no sale,32.0,4,2220 x 1080,5.6,Black,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
114,SAMSUNG,SM-G960WA64 Galaxy,499.0, 200,64.0,4,2960 x 1440,5.8,Titamium Grey,Exynos 7885 2.2GHz 1.6GHz,16.0,12.0
115,SAMSUNG,GALAXY S5,108.0, 91,16.0,4,2960 x 1440,5.8,Titamium Grey,Exynos 7885 2.2GHz 1.6GHz,16.0,12.0
116,SAMSUNG,Galaxy A10,195.0,no sale,32.0,2,720 x 1520  19:9 ratio,6.2,Titamium Grey,Octa-core (2x1.6 GHz & 6x1.35 GHz),16.0,12.0
117,SAMSUNG,Galaxy S10+,699.0, 300,32.0,8,3040 x 1440,6.4,Prism Black,Octa-core Snapdragon 855,10.0,16.0
118,SAMSUNG,Galaxy A30s-,292.72, 107,64.0,4,720 x 1560,6.4,Prism Crush White,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),16.0,40.0
119,SAMSUNG,Galaxy Note,371.49, 329,64.0,6,1440x2960,6.3,Black,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53),16.0,24.0
120,SAMSUNG,A50 128GB,367.72, 132,128.0,4,1080 x 2340,6.4,Blue,Octa-core (4x2.3 GHz Cortex-A73,1.08,25.0
121,SAMSUNG,Galaxy J2,102.72, 97,16.0,1,540x960&nbsp;,5.0,Black,Quad-core 1.4 GHz Cortex-A53,1.08,8.0
122,UNLOCKED,Samsung Galaxy,749.99,no sale,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
123,SAMSUNG,Galaxy GRAND,199.99,no sale,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
124,SAMSUNG,Galaxy Rugby,79.99, 40,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
125,SAMSUNG,Galaxy A10e,154.0, 95,64.0,2,720 x 1560,6.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
126,SAMSUNG,Galaxy J3,111.99, 87,64.0,2,720 x 1560,6.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
127,SAMSUNG,Galaxy S5,129.99, 170,64.0,2,720 x 1560,6.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
128,SAMSUNG,A5 (2017),149.0, 31,32.0,3,720 x 1560,5.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
129,SAMSUNG,Galaxy S10e,599.99, 400,32.0,3,720 x 1560,5.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
130,SAMSUNG,Galaxy Note,714.99, 385,32.0,6,2960x1440,5.2,Black,Qualcomm MSM8998 Snapdragon 845,5.0,8.0
131,SAMSUNG,Galaxy S9,439.69, 160,64.0,4,samoled,5.8,Coral Blue,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
132,SAMSUNG,Galaxy A50,399.72, 100,64.0,4,1080 x 2340,6.4,Black,Octa-core (4x2.3 GHz Cortex-A73,1.08,25.0
133,SAMSUNG,Galaxy A10,199.99, 29,32.0,2,720 x 1520,6.2,Black,Octa-core (2x1.6 GHz & 6x1.35 GHz),5.0,13.0
134,SAMSUNG,Galaxy Note,869.99, 430,128.0,6,2960x1440,6.4,Black,Octa-core (2x1.6 GHz & 6x1.35 GHz),5.0,13.0
135,SAMSUNG,Galaxy A20S,224.99,no sale,128.0,6,2960x1440,6.4,Black,Octa-core (2x1.6 GHz & 6x1.35 GHz),5.0,13.0
136,SAMSUNG,Galaxy Note10,809.99, 450,128.0,8,2280 x 1080,6.4,Black,Snapdragon 855,10.0,48.0
137,SAMSUNG,Galaxy Note,199.0, 200,64.0,4,2560 x 1440,5.7,Black,Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),5.0,16.0
138,SAMSUNG,Galaxy S7,152.02, 98,32.0,4,1440 x 2560  flat quad hd super amoled,5.1,Black Onyx,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),5.0,12.0
139,SAMSUNG,Galaxy S9+,419.99, 179,64.0,6,samoled,6.2,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
140,SAMSUNG,Galaxy A20,197.0, 102,32.0,3,720 x 1560,6.4,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,13.0
141,SAMSUNG,Galaxy A30,289.0, 111,32.0,3,1080 x 2340,6.4,Blue,Octa-core (2x1.8 GHz Cortex-A73&nbsp;,1.08,16.0
142,SAMSUNG,Galaxy S10e,729.49, 221,32.0,3,1080 x 2340,6.4,Blue,Octa-core (2x1.8 GHz Cortex-A73&nbsp;,1.08,16.0
143,SAMSUNG,Galaxy S7,159.0, 138,32.0,4,1440 x 2560,5.1,Silver Titanium,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),5.0,12.0
144,SAMSUNG,Galaxy A30,349.99,no sale,64.0,4,1080 x 2340,6.4,Black,2x1.8 GHz,16.0,16.0
145,SAMSUNG,Galaxy S9,649.99, 200,64.0,6,1440 x 2960,6.2,Midnight Black,2x1.8 GHz,8.0,12.0
146,SAMSUNG,Galaxy S8,299.99, 140,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
147,SAMSUNG,Galaxy S9,379.99, 119,64.0,4,samoled,5.8,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
148,SAMSUNG,Galaxy A8,229.0, 169,32.0,4,2220 x 1080,5.8,Black,Exynos 7885 2.2GHz 1.6GHz,16.0,16.0
149,SAMSUNG,Galaxy S10,949.99,no sale,128.0,8,3040 x 1440,6.1,Black,Octa-core Snapdragon 855,10.0,16.0
150,SAMSUNG,Galaxy M30,279.99, 50,128.0,8,3040 x 1440,6.1,Black,Octa-core Snapdragon 855,10.0,16.0
151,UNLOCKED,Samsung Galaxy,729.99,no sale,64.0,6,samoled,6.2,Titanium Grey,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
152,SAMSUNG,Galaxy A5,159.19, 240,32.0,3,1080 x 1920,5.2,Blue,Octa-core 1.9 GHz Cortex-A53,16.0,16.0
153,SAMSUNG,Galaxy S6,144.0, 3,32.0,3,1440 x 2560,5.1,Black,Processor Number 7420Processor Core Qty 8-core64-bit Architecture.,16.0,16.0
154,SAMSUNG,Galaxy S10+,699.99, 200,128.0,8,3040 x 1440,6.4,Prism White,Octa-core Snapdragon 855,10.0,16.0
155,SAMSUNG,Galaxy Note,164.98, 135,128.0,8,3040 x 1440,6.4,Prism White,Octa-core Snapdragon 855,10.0,16.0
156,UNLOCKED,Samsung Galaxy,699.99,no sale,64.0,4,samoled,5.8,Lilac Purple,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
157,SAMSUNG,Galaxy A8,299.99,no sale,64.0,4,2220 x 1080,5.6,Black,2.2GHz 1.6GHz,16.0,16.0
158,SAMSUNG,Galaxy S8,340.0, 159,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
159,SAMSUNG,Galaxy S10e,729.49, 116,64.0,4,2960 x 1440,5.8,Midnight Black,2.35GHz; 1.9GHz,8.0,12.0
160,SAMSUNG,Galaxy Note10+,879.0, 420,64.0,12,3040 x 1440,5.8,Midnight Black,Snapdragon 855,10.0,12.0
161,SAMSUNG,Galaxy S10,779.99, 480,128.0,8,3040 x 1440,6.1,Prism White,Octa-core Snapdragon 855,10.0,16.0
162,SAMSUNG,Galaxy Note9,534.0, 465,128.0,6,2960x1440,6.1,Prism White,10nm 64-bit Octa-core processor (Max. 2.7 GHz + 1.7 GHz),8.0,24.0
163,SAMSUNG,Galaxy S9+,469.99, 480,64.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
164,SAMSUNG,Galaxy J3,144.99, 134,64.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
165,SAMSUNG,Galaxy Note,1349.99, 350,512.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
166,REFURBISHED,Samsung Rugby,180.0,no sale,512.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
167,SAMSUNG,Galaxy Note,109.98, 90,512.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
168,SAMSUNG,Galaxy A70,419.99, 30,512.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
169,SAMSUNG,Galaxy S8+,449.99,no sale,512.0,6,samoled,6.2,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
170,SAMSUNG,Galaxy A80,699.72, 200,128.0,8,1080x2400,6.7,Ghost White,Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),8.0,56.0
171,SAMSUNG,Galaxy J7,182.72, 117,32.0,2,1280 x 720,5.5,Black,1.6GHz Octa-Core,5.0,8.0
172,SAMSUNG,Galaxy S10+,949.99, 170,128.0,8,3040 x 1440,6.4,Prism White,Samsung Exynos 9820,10.0,16.0
173,SAMSUNG,Galaxy S10e,897.95,no sale,128.0,8,3040 x 1440,6.4,Prism White,Samsung Exynos 9820,10.0,16.0
174,SAMSUNG,Galaxy A2,147.99, 32,128.0,8,3040 x 1440,6.4,Prism White,Samsung Exynos 9820,10.0,16.0
175,SAMSUNG,Galaxy S10,690.0,no sale,128.0,8,3040 x 1440,6.1,Prism White,Octa-core Snapdragon 855,10.0,16.0
176,NEW,Samsung XCOVER,199.99, 100,16.0,2,3040 x 1440,5.0,Gray,Octa-core Snapdragon 855,10.0,16.0
178,SAMSUNG,Galaxy J2,119.89, 80,16.0,2,540 x 960,5.0,Gold,Quad-core 1.4 GHz Exynos 7570 processor,5.0,8.0
179,SAMSUNG,A50 128GB,367.69, 132,128.0,4,1080 x 2340,6.4,Black,Octa-core (4x2.3 GHz Cortex-A73,1.08,25.0
180,SAMSUNG,Galaxy S9,400.0,no sale,64.0,4,samoled,5.8,Midnight Black,Qualcomm MSM8998 Snapdragon 845,8.0,12.0
181,SAMSUNG,Galaxy A10S,205.0, 84,32.0,3,samoled,6.2,RED,Qualcomm MSM8998 Snapdragon 845,8.0,13.0
182,SAMSUNG,Galaxy A51,379.99, 120,32.0,3,samoled,6.2,RED,Qualcomm MSM8998 Snapdragon 845,8.0,13.0
183,SAMSUNG,GALAXY S7,179.98, 230,32.0,3,samoled,6.2,RED,Qualcomm MSM8998 Snapdragon 845,8.0,13.0
184,SAMSUNG,Galaxy A50,369.72, 130,64.0,4,2340 x 1080,6.4,White,Exynos 9610,25.0,25.0
185,SAMSUNG,Galaxy A20S,269.0, 56,32.0,3,2340 x 1080,6.5,Blue,Exynos 9610,25.0,25.0
186,SAMSUNG,Galaxy S6,149.98, 130,32.0,3,2560 x 1440,6.5,Sapphire Black,1.5 GHz,5.0,16.0
